1 1
2,4799999999999907 20,1993
2,4899999999999904 20,1993
2,4999999999999902 20,1993
2,50999999999999 20,1993
2,5199999999999898 20,1993
2,5299999999999896 20,1993
2,5399999999999894 20,1993
2,5499999999999892 20,2488
2,559999999999989 20,2488
2,5699999999999887 20,2981
2,5799999999999885 20,2981
2,5899999999999883 20,2981
2,5999999999999881 20,2981
2,6099999999999879 20,2981
2,6199999999999877 20,2981
2,6299999999999875 20,2981
2,6399999999999872 20,2981
2,649999999999987 20,3474
2,6599999999999868 20,3474
2,6699999999999866 20,3474
2,6799999999999864 20,3474
2,6899999999999862 20,3474
2,699999999999986 20,3474
2,7099999999999858 20,3474
2,7199999999999855 20,3474
2,7299999999999853 20,3474
2,7399999999999851 20,3474
2,7499999999999849 20,3474
2,7599999999999847 20,3474
2,7699999999999845 20,3966
2,7799999999999843 20,3966
2,789999999999984 20,3966
2,7999999999999838 20,3966
2,8099999999999836 20,3966
2,8199999999999834 20,3966
2,8299999999999832 20,3966
2,839999999999983 20,3966
2,8499999999999828 20,3966
2,8599999999999826 20,3966
2,8699999999999823 20,3966
2,8799999999999821 20,3966
2,8899999999999819 20,3966
2,8999999999999817 20,3966
2,9099999999999815 20,3966
2,9199999999999813 20,4456
2,9299999999999811 20,4456
2,9399999999999809 20,4456
2,9499999999999806 20,4456
2,9599999999999804 20,4456
2,9699999999999802 20,4456
2,97999999999998 20,4456
2,9899999999999798 20,4945
2,9999999999999796 20,5433
3,0099999999999794 20,5433
3,0199999999999791 20,5433
3,0299999999999789 20,592
3,0399999999999787 20,592
3,0499999999999785 20,6405
3,0599999999999783 20,6405
3,0699999999999781 20,6405
3,0799999999999779 20,6405
3,0899999999999777 20,6405
3,0999999999999774 20,689
3,1099999999999772 20,689
3,119999999999977 20,689
3,1299999999999768 20,689
3,1399999999999766 20,7373
3,1499999999999764 20,7373
3,1599999999999762 20,7373
3,1699999999999759 20,7373
3,1799999999999757 20,7373
3,1899999999999755 20,7373
3,1999999999999753 20,7373
3,2099999999999751 20,7373
3,2199999999999749 20,7373
3,2299999999999747 20,7373
3,2399999999999745 20,7373
3,2499999999999742 20,7373
3,259999999999974 20,7373
3,2699999999999738 20,7855
3,2799999999999736 20,7855
3,2899999999999734 20,7855
3,2999999999999732 20,7855
3,309999999999973 20,7855
3,3199999999999728 20,7855
3,3299999999999725 20,7855
3,3399999999999723 20,7855
3,3499999999999721 20,7855
3,3599999999999719 20,7855
3,3699999999999717 20,7855
3,3799999999999715 20,7855
3,3899999999999713 20,7855
3,399999999999971 20,7855
3,4099999999999708 20,8816
3,4199999999999706 20,9295
3,4299999999999704 20,9295
3,4399999999999702 20,9295
3,44999999999997 20,9773
3,4599999999999698 20,9773
3,4699999999999696 20,9773
3,4799999999999693 21,025
3,4899999999999691 21,025
3,4999999999999689 21,025
3,5099999999999687 21,025
3,5199999999999685 21,025
3,5299999999999683 21,025
3,5399999999999681 21,025
3,5499999999999678 21,0725
3,5599999999999676 21,0725
3,5699999999999674 21,0725
3,5799999999999672 21,0725
3,589999999999967 21,0725
3,5999999999999668 21,0725
3,6099999999999666 21,0725
3,6199999999999664 21,0725
3,6299999999999661 21,12
3,6399999999999659 21,12
3,6499999999999657 21,12
3,6599999999999655 21,12
3,6699999999999653 21,12
3,6799999999999651 21,12
3,6899999999999649 21,12
3,6999999999999647 21,12
3,7099999999999644 21,12
3,7199999999999642 21,12
3,729999999999964 21,12
3,7399999999999638 21,12
3,7499999999999636 21,2146
3,7599999999999634 21,2146
3,7699999999999632 21,2146
3,7799999999999629 21,2146
3,7899999999999627 21,2146
3,7999999999999625 21,2146
3,8099999999999623 21,2146
3,8199999999999621 21,2617
3,8299999999999619 21,3088
3,8399999999999617 21,4025
3,8499999999999615 21,4025
3,8599999999999612 21,4492
3,869999999999961 21,4492
3,8799999999999608 21,4492
3,8899999999999606 21,4492
3,8999999999999604 21,4492
3,9099999999999602 21,4492
3,91999999999996 21,4492
3,9299999999999597 21,4492
3,9399999999999595 21,4492
3,9499999999999593 21,4492
3,9599999999999591 21,4492
3,9699999999999589 21,4492
3,9799999999999587 21,4492
3,9899999999999585 21,4959
3,9999999999999583 21,4959
4,009999999999958 21,4959
4,0199999999999578 21,4959
4,0299999999999576 21,4959
4,0399999999999574 21,4959
4,0499999999999572 21,4959
4,059999999999957 21,4959
4,0699999999999568 21,4959
4,0799999999999566 21,4959
4,0899999999999563 21,4959
4,0999999999999561 21,4959
4,1099999999999559 21,4959
4,1199999999999557 21,6351
4,1299999999999555 21,6351
4,1399999999999553 21,6351
4,1499999999999551 21,6351
4,1599999999999548 21,6351
4,1699999999999546 21,6351
4,1799999999999544 21,6351
4,1899999999999542 21,6351
4,199999999999954 21,6351
4,2099999999999538 21,7275
4,2199999999999536 21,7275
4,2299999999999534 21,7275
4,2399999999999531 21,7275
4,2499999999999529 21,7275
4,2599999999999527 21,7275
4,2699999999999525 21,7735
4,2799999999999523 21,7735
4,2899999999999521 21,7735
4,2999999999999519 21,8194
4,3099999999999516 21,8194
4,3199999999999514 21,8194
4,3299999999999512 21,8194
4,339999999999951 21,8194
4,3499999999999508 21,8194
4,3599999999999506 21,8194
4,3699999999999504 21,8194
4,3799999999999502 21,8194
4,3899999999999499 21,8194
4,3999999999999497 21,8194
4,4099999999999495 21,8194
4,4199999999999493 21,8194
4,4299999999999491 21,8194
4,4399999999999489 21,8194
4,4499999999999487 21,8194
4,4599999999999485 21,8653
4,4699999999999482 21,8653
4,479999999999948 21,8653
4,4899999999999478 21,911
4,4999999999999476 21,911
4,5099999999999474 21,911
4,5199999999999472 21,911
4,529999999999947 21,911
4,5399999999999467 21,911
4,5499999999999465 21,911
4,5599999999999463 21,9566
4,5699999999999461 22,0022
4,5799999999999459 22,0022
4,5899999999999457 22,0022
4,5999999999999455 22,0022
4,6099999999999453 22,0022
4,619999999999945 22,0022
4,6299999999999448 22,0022
4,6399999999999446 22,0022
4,6499999999999444 22,0476
4,6599999999999442 22,0476
4,669999999999944 22,1382
4,6799999999999438 22,1382
4,6899999999999435 22,1382
4,6999999999999433 22,1834
4,7099999999999431 22,2285
4,7199999999999429 22,2285
4,7299999999999427 22,2285
4,7399999999999425 22,2285
4,7499999999999423 22,2285
4,7599999999999421 22,2285
4,7699999999999418 22,2735
4,7799999999999416 22,2735
4,7899999999999414 22,2735
4,7999999999999412 22,2735
4,809999999999941 22,3184
4,8199999999999408 22,3184
4,8299999999999406 22,3184
4,8399999999999403 22,3184
4,8499999999999401 22,3184
4,8599999999999399 22,3184
4,8699999999999397 22,3632
4,8799999999999395 22,3632
4,8899999999999393 22,3632
4,8999999999999391 22,3632
4,9099999999999389 22,3632
4,9199999999999386 22,4079
4,9299999999999384 22,4079
4,9399999999999382 22,4079
4,949999999999938 22,4079
4,9599999999999378 22,4079
4,9699999999999376 22,4525
4,9799999999999374 22,4525
4,9899999999999372 22,4525
4,9999999999999369 22,4525
5,0099999999999367 22,4525
5,0199999999999365 22,4525
5,0299999999999363 22,4525
5,0399999999999361 22,4525
5,0499999999999359 22,4525
5,0599999999999357 22,4525
5,0699999999999354 22,4971
5,0799999999999352 22,4971
5,089999999999935 22,4971
5,0999999999999348 22,4971
5,1099999999999346 22,4971
5,1199999999999344 22,4971
5,1299999999999342 22,4971
5,139999999999934 22,4971
5,1499999999999337 22,4971
5,1599999999999335 22,5859
5,1699999999999333 22,5859
5,1799999999999331 22,5859
5,1899999999999329 22,5859
5,1999999999999327 22,5859
5,2099999999999325 22,5859
5,2199999999999322 22,6301
5,229999999999932 22,6301
5,2399999999999318 22,7184
5,2499999999999316 22,7184
5,2599999999999314 22,7184
5,2699999999999312 22,7184
5,279999999999931 22,7184
5,2899999999999308 22,7625
5,2999999999999305 22,7625
5,3099999999999303 22,7625
5,3199999999999301 22,7625
5,3299999999999299 22,7625
5,3399999999999297 22,7625
5,3499999999999295 22,7625
5,3599999999999293 22,7625
5,3699999999999291 22,8064
5,3799999999999288 22,894
5,3899999999999286 22,894
5,3999999999999284 22,894
5,4099999999999282 22,9377
5,419999999999928 22,9377
5,4299999999999278 22,9377
5,4399999999999276 22,9377
5,4499999999999273 22,9377
5,4599999999999271 22,9813
5,4699999999999269 22,9813
5,4799999999999267 22,9813
5,4899999999999265 22,9813
5,4999999999999263 23,0248
5,5099999999999261 23,0248
5,5199999999999259 23,0248
5,5299999999999256 23,0248
5,5399999999999254 23,0248
5,5499999999999252 23,0682
5,559999999999925 23,0682
5,5699999999999248 23,0682
5,5799999999999246 23,0682
5,5899999999999244 23,1116
5,5999999999999241 23,1116
5,6099999999999239 23,1116
5,6199999999999237 23,1116
5,6299999999999235 23,1116
5,6399999999999233 23,1116
5,6499999999999231 23,1116
5,6599999999999229 23,1548
5,6699999999999227 23,1548
5,6799999999999224 23,1548
5,6899999999999222 23,1548
5,699999999999922 23,1548
5,7099999999999218 23,1548
5,7199999999999216 23,1548
5,7299999999999214 23,1548
5,7399999999999212 23,198
5,749999999999921 23,198
5,7599999999999207 23,198
5,7699999999999205 23,198
5,7799999999999203 23,198
5,7899999999999201 23,198
5,7999999999999199 23,2411
5,8099999999999197 23,2842
5,8199999999999195 23,2842
5,8299999999999192 23,2842
5,839999999999919 23,2842
5,8499999999999188 23,2842
5,8599999999999186 23,2842
5,8699999999999184 23,2842
5,8799999999999182 23,2842
5,889999999999918 23,2842
5,8999999999999178 23,3271
5,9099999999999175 23,3271
5,9199999999999173 23,3271
5,9299999999999171 23,37
5,9399999999999169 23,37
5,9499999999999167 23,4128
5,9599999999999165 23,4128
5,9699999999999163 23,4128
5,979999999999916 23,4128
5,9899999999999158 23,4128
5,9999999999999156 23,4128
6,0099999999999154 23,4555
6,0199999999999152 23,4555
6,029999999999915 23,4555
6,0399999999999148 23,4555
6,0499999999999146 23,4555
6,0599999999999143 23,4555
6,0699999999999141 23,4981
6,0799999999999139 23,4981
6,0899999999999137 23,4981
6,0999999999999135 23,4981
6,1099999999999133 23,4981
6,1199999999999131 23,4981
6,1299999999999129 23,4981
6,1399999999999126 23,4981
6,1499999999999124 23,4981
6,1599999999999122 23,4981
6,169999999999912 23,4981
6,1799999999999118 23,5407
6,1899999999999116 23,5407
6,1999999999999114 23,5407
6,2099999999999111 23,5407
6,2199999999999109 23,5407
6,2299999999999107 23,5407
6,2399999999999105 23,5407
6,2499999999999103 23,5407
6,2599999999999101 23,5407
6,2699999999999099 23,5832
6,2799999999999097 23,5832
6,2899999999999094 23,5832
6,2999999999999092 23,5832
6,309999999999909 23,5832
6,3199999999999088 23,6256
6,3299999999999086 23,6256
6,3399999999999084 23,6256
6,3499999999999082 23,6256
6,3599999999999079 23,6256
6,3699999999999077 23,6256
6,3799999999999075 23,6679
6,3899999999999073 23,6679
6,3999999999999071 23,7101
6,4099999999999069 23,7101
6,4199999999999067 23,7101
6,4299999999999065 23,7101
6,4399999999999062 23,7101
6,449999999999906 23,7101
6,4599999999999058 23,7101
6,4699999999999056 23,7101
6,4799999999999054 23,7101
6,4899999999999052 23,7101
6,499999999999905 23,7101
6,5099999999999048 23,7101
6,5199999999999045 23,7101
6,5299999999999043 23,7101
6,5399999999999041 23,7523
6,5499999999999039 23,7523
6,5599999999999037 23,7523
6,5699999999999035 23,7523
6,5799999999999033 23,7523
6,589999999999903 23,7523
6,5999999999999028 23,7944
6,6099999999999026 23,7944
6,6199999999999024 23,7944
6,6299999999999022 23,7944
6,639999999999902 23,8364
6,6499999999999018 23,8364
6,6599999999999016 23,8364
6,6699999999999013 23,8364
6,6799999999999011 23,9203
6,6899999999999009 23,9203
6,6999999999999007 24,0455
6,7099999999999005 24,0455
6,7199999999999003 24,0871
6,7299999999999001 24,0871
6,7399999999998998 24,0871
6,7499999999998996 24,1286
6,7599999999998994 24,1286
6,7699999999998992 24,1286
6,779999999999899 24,17
6,7899999999998988 24,17
6,7999999999998986 24,2114
6,8099999999998984 24,2114
6,8199999999998981 24,2114
6,8299999999998979 24,2114
6,8399999999998977 24,2114
6,8499999999998975 24,2114
6,8599999999998973 24,2114
6,8699999999998971 24,2114
6,8799999999998969 24,2114
6,8899999999998967 24,2114
6,8999999999998964 24,2114
6,9099999999998962 24,2114
6,919999999999896 24,2114
6,9299999999998958 24,2527
6,9399999999998956 24,2527
6,9499999999998954 24,2527
6,9599999999998952 24,2527
6,9699999999998949 24,2527
6,9799999999998947 24,2527
6,9899999999998945 24,3351
6,9999999999998943 24,3351
7,0099999999998941 24,3351
7,0199999999998939 24,3351
7,0299999999998937 24,3351
7,0399999999998935 24,3351
7,0499999999998932 24,3351
7,059999999999893 24,3762
7,0699999999998928 24,3762
7,0799999999998926 24,3762
7,0899999999998924 24,3762
7,0999999999998922 24,3762
7,109999999999892 24,4172
7,1199999999998917 24,4172
7,1299999999998915 24,4172
7,1399999999998913 24,4172
7,1499999999998911 24,4172
7,1599999999998909 24,4172
7,1699999999998907 24,4172
7,1799999999998905 24,4172
7,1899999999998903 24,4172
7,19999999999989 24,499
7,2099999999998898 24,499
7,2199999999998896 24,5399
7,2299999999998894 24,5399
7,2399999999998892 24,5399
7,249999999999889 24,5399
7,2599999999998888 24,5399
7,2699999999998886 24,5399
7,2799999999998883 24,5806
7,2899999999998881 24,5806
7,2999999999998879 24,5806
7,3099999999998877 24,5806
7,3199999999998875 24,5806
7,3299999999998873 24,5806
7,3399999999998871 24,5806
7,3499999999998868 24,5806
7,3599999999998866 24,6213
7,3699999999998864 24,6213
7,3799999999998862 24,6213
7,389999999999886 24,6213
7,3999999999998858 24,6213
7,4099999999998856 24,6619
7,4199999999998854 24,6619
7,4299999999998851 24,6619
7,4399999999998849 24,7025
7,4499999999998847 24,7025
7,4599999999998845 24,7025
7,4699999999998843 24,7025
7,4799999999998841 24,7025
7,4899999999998839 24,7429
7,4999999999998836 24,7429
7,5099999999998834 24,7429
7,5199999999998832 24,7429
7,529999999999883 24,7429
7,5399999999998828 24,7429
7,5499999999998826 24,7834
7,5599999999998824 24,7834
7,5699999999998822 24,7834
7,5799999999998819 24,8237
7,5899999999998817 24,8237
7,5999999999998815 24,8237
7,6099999999998813 24,864
7,6199999999998811 24,9042
7,6299999999998809 24,9042
7,6399999999998807 24,9042
7,6499999999998805 24,9042
7,6599999999998802 24,9042
7,66999999999988 24,9042
7,6799999999998798 24,9042
7,6899999999998796 24,9042
7,6999999999998794 24,9042
7,7099999999998792 24,9042
7,719999999999879 24,9042
7,7299999999998787 24,9042
7,7399999999998785 24,9042
7,7499999999998783 24,9042
7,7599999999998781 24,9444
7,7699999999998779 24,9444
7,7799999999998777 24,9444
7,7899999999998775 24,9845
7,7999999999998773 24,9845
7,809999999999877 24,9845
7,8199999999998768 25,0245
7,8299999999998766 25,0245
7,8399999999998764 25,0245
7,8499999999998762 25,0245
7,859999999999876 25,0245
7,8699999999998758 25,0245
7,8799999999998755 25,0245
7,8899999999998753 25,0245
7,8999999999998751 25,0245
7,9099999999998749 25,0245
7,9199999999998747 25,0245
7,9299999999998745 25,0245
7,9399999999998743 25,0245
7,9499999999998741 25,0245
7,9599999999998738 25,0245
7,9699999999998736 25,0245
7,9799999999998734 25,0245
7,9899999999998732 25,0245
7,999999999999873 25,0245
8,0099999999998737 25,0245
8,0199999999998735 25,0644
8,0299999999998732 25,0644
8,039999999999873 25,1043
8,0499999999998728 25,1043
8,0599999999998726 25,1442
8,0699999999998724 25,1442
8,0799999999998722 25,1442
8,089999999999872 25,1442
8,0999999999998717 25,1442
8,1099999999998715 25,1442
8,1199999999998713 25,1839
8,1299999999998711 25,1839
8,1399999999998709 25,1839
8,1499999999998707 25,1839
8,1599999999998705 25,1839
8,1699999999998703 25,2236
8,17999999999987 25,2236
8,1899999999998698 25,2236
8,1999999999998696 25,2236
8,2099999999998694 25,2236
8,2199999999998692 25,2236
8,229999999999869 25,2236
8,2399999999998688 25,2633
8,2499999999998685 25,2633
8,2599999999998683 25,3424
8,2699999999998681 25,3819
8,2799999999998679 25,4213
8,2899999999998677 25,4213
8,2999999999998675 25,4213
8,3099999999998673 25,4213
8,3199999999998671 25,4213
8,3299999999998668 25,4213
8,3399999999998666 25,4606
8,3499999999998664 25,4606
8,3599999999998662 25,4606
8,369999999999866 25,4606
8,3799999999998658 25,4606
8,3899999999998656 25,4606
8,3999999999998654 25,5391
8,4099999999998651 25,5391
8,4199999999998649 25,5391
8,4299999999998647 25,5391
8,4399999999998645 25,5391
8,4499999999998643 25,5782
8,4599999999998641 25,5782
8,4699999999998639 25,5782
8,4799999999998636 25,5782
8,4899999999998634 25,6173
8,4999999999998632 25,6173
8,509999999999863 25,6564
8,5199999999998628 25,6564
8,5299999999998626 25,6564
8,5399999999998624 25,6953
8,5499999999998622 25,6953
8,5599999999998619 25,6953
8,5699999999998617 25,6953
8,5799999999998615 25,6953
8,5899999999998613 25,6953
8,5999999999998611 25,6953
8,6099999999998609 25,6953
8,6199999999998607 25,6953
8,6299999999998604 25,6953
8,6399999999998602 25,6953
8,64999999999986 25,6953
8,6599999999998598 25,6953
8,6699999999998596 25,6953
8,6799999999998594 25,6953
8,6899999999998592 25,6953
8,699999999999859 25,6953
8,7099999999998587 25,6953
8,7199999999998585 25,6953
8,7299999999998583 25,6953
8,7399999999998581 25,6953
8,7499999999998579 25,6953
8,7599999999998577 25,6953
8,7699999999998575 25,6953
8,7799999999998573 25,6953
8,789999999999857 25,6953
8,7999999999998568 25,6953
8,8099999999998566 25,6953
8,8199999999998564 25,6953
8,8299999999998562 25,6953
8,839999999999856 25,6953
8,8499999999998558 25,7343
8,8599999999998555 25,7343
8,8699999999998553 25,7343
8,8799999999998551 25,7343
8,8899999999998549 25,7343
8,8999999999998547 25,7731
8,9099999999998545 25,7731
8,9199999999998543 25,7731
8,9299999999998541 25,7731
8,9399999999998538 25,7731
8,9499999999998536 25,7731
8,9599999999998534 25,8119
8,9699999999998532 25,8119
8,979999999999853 25,8119
8,9899999999998528 25,8507
8,9999999999998526 25,8507
9,0099999999998523 25,8507
9,0199999999998521 25,8507
9,0299999999998519 25,928
9,0399999999998517 25,928
9,0499999999998515 25,9665
9,0599999999998513 25,9665
9,0699999999998511 25,9665
9,0799999999998509 25,9665
9,0899999999998506 25,9665
9,0999999999998504 25,9665
9,1099999999998502 25,9665
9,11999999999985 26,0435
9,1299999999998498 26,0435
9,1399999999998496 26,0435
9,1499999999998494 26,0819
9,1599999999998492 26,0819
9,1699999999998489 26,0819
9,1799999999998487 26,0819
9,1899999999998485 26,0819
9,1999999999998483 26,0819
9,2099999999998481 26,1202
9,2199999999998479 26,1202
9,2299999999998477 26,1585
9,2399999999998474 26,1585
9,2499999999998472 26,1585
9,259999999999847 26,1585
9,2699999999998468 26,1585
9,2799999999998466 26,1585
9,2899999999998464 26,1585
9,2999999999998462 26,1585
9,309999999999846 26,1968
9,3199999999998457 26,1968
9,3299999999998455 26,1968
9,3399999999998453 26,2349
9,3499999999998451 26,2349
9,3599999999998449 26,2349
9,3699999999998447 26,2349
9,3799999999998445 26,273
9,3899999999998442 26,3491
9,399999999999844 26,3491
9,4099999999998438 26,3491
9,4199999999998436 26,3491
9,4299999999998434 26,3491
9,4399999999998432 26,3491
9,449999999999843 26,3871
9,4599999999998428 26,3871
9,4699999999998425 26,3871
9,4799999999998423 26,3871
9,4899999999998421 26,3871
9,4999999999998419 26,425
9,5099999999998417 26,425
9,5199999999998415 26,425
9,5299999999998413 26,4628
9,5399999999998411 26,4628
9,5499999999998408 26,4628
9,5599999999998406 26,4628
9,5699999999998404 26,4628
9,5799999999998402 26,4628
9,58999999999984 26,4628
9,5999999999998398 26,4628
9,6099999999998396 26,4628
9,6199999999998393 26,4628
9,6299999999998391 26,4628
9,6399999999998389 26,4628
9,6499999999998387 26,4628
9,6599999999998385 26,4628
9,6699999999998383 26,4628
9,6799999999998381 26,4628
9,6899999999998379 26,5006
9,6999999999998376 26,5006
9,7099999999998374 26,5006
9,7199999999998372 26,5006
9,729999999999837 26,5006
9,7399999999998368 26,5383
9,7499999999998366 26,5383
9,7599999999998364 26,5383
9,7699999999998361 26,5383
9,7799999999998359 26,5383
9,7899999999998357 26,5383
9,7999999999998355 26,576
9,8099999999998353 26,576
9,8199999999998351 26,6136
9,8299999999998349 26,6136
9,8399999999998347 26,6136
9,8499999999998344 26,6136
9,8599999999998342 26,6136
9,869999999999834 26,6136
9,8799999999998338 26,6136
9,8899999999998336 26,6512
9,8999999999998334 26,6512
9,9099999999998332 26,6512
9,919999999999833 26,6512
9,9299999999998327 26,6512
9,9399999999998325 26,6512
9,9499999999998323 26,6512
9,9599999999998321 26,6512
9,9699999999998319 26,6512
9,9799999999998317 26,6512
9,9899999999998315 26,6887
9,9999999999998312 26,6887
10,009999999999831 26,6887
10,019999999999831 26,6887
10,029999999999831 26,6887
10,03999999999983 26,6887
10,04999999999983 26,6887
10,05999999999983 26,6887
10,06999999999983 26,6887
10,07999999999983 26,6887
10,089999999999829 26,6887
10,099999999999829 26,6887
10,109999999999829 26,6887
10,119999999999829 26,7262
10,129999999999828 26,7262
10,139999999999828 26,7262
10,149999999999828 26,7262
10,159999999999828 26,7636
10,169999999999828 26,7636
10,179999999999827 26,7636
10,189999999999827 26,801
10,199999999999827 26,801
10,209999999999827 26,801
10,219999999999827 26,801
10,229999999999826 26,801
10,239999999999826 26,801
10,249999999999826 26,801
10,259999999999826 26,801
10,269999999999825 26,8383
10,279999999999825 26,8383
10,289999999999825 26,8383
10,299999999999825 26,8383
10,309999999999825 26,8383
10,319999999999824 26,8383
10,329999999999824 26,8383
10,339999999999824 26,8756
10,349999999999824 26,8756
10,359999999999824 26,8756
10,369999999999823 26,8756
10,379999999999823 26,8756
10,389999999999823 26,8756
10,399999999999823 26,8756
10,409999999999823 26,8756
10,419999999999822 26,8756
10,429999999999822 26,8756
10,439999999999822 26,8756
10,449999999999822 26,9499
10,459999999999821 26,9499
10,469999999999821 26,9499
10,479999999999821 26,987
10,489999999999821 27,0241
10,499999999999821 27,0611
10,50999999999982 27,0611
10,51999999999982 27,0611
10,52999999999982 27,1349
10,53999999999982 27,1349
10,54999999999982 27,1349
10,559999999999819 27,1349
10,569999999999819 27,1349
10,579999999999819 27,1718
10,589999999999819 27,1718
10,599999999999818 27,1718
10,609999999999818 27,1718
10,619999999999818 27,1718
10,629999999999818 27,1718
10,639999999999818 27,1718
10,649999999999817 27,1718
10,659999999999817 27,1718
10,669999999999817 27,1718
10,679999999999817 27,1718
10,689999999999817 27,1718
10,699999999999816 27,1718
10,709999999999816 27,2086
10,719999999999816 27,2086
10,729999999999816 27,2086
10,739999999999815 27,2086
10,749999999999815 27,2086
10,759999999999815 27,2086
10,769999999999815 27,2454
10,779999999999815 27,2454
10,789999999999814 27,2454
10,799999999999814 27,2454
10,809999999999814 27,2454
10,819999999999814 27,3187
10,829999999999814 27,3187
10,839999999999813 27,3187
10,849999999999813 27,3187
10,859999999999813 27,3187
10,869999999999813 27,3187
10,879999999999812 27,3553
10,889999999999812 27,3553
10,899999999999812 27,3553
10,909999999999812 27,3553
10,919999999999812 27,3553
10,929999999999811 27,3553
10,939999999999811 27,3553
10,949999999999811 27,3553
10,959999999999811 27,3553
10,969999999999811 27,3553
10,97999999999981 27,3919
10,98999999999981 27,3919
10,99999999999981 27,3919
11,00999999999981 27,3919
11,01999999999981 27,3919
11,029999999999809 27,3919
11,039999999999809 27,3919
11,049999999999809 27,3919
11,059999999999809 27,3919
11,069999999999808 27,3919
11,079999999999808 27,4648
11,089999999999808 27,4648
11,099999999999808 27,5013
11,109999999999808 27,5376
11,119999999999807 27,5376
11,129999999999807 27,5739
11,139999999999807 27,5739
11,149999999999807 27,5739
11,159999999999807 27,5739
11,169999999999806 27,5739
11,179999999999806 27,6102
11,189999999999806 27,6102
11,199999999999806 27,6102
11,209999999999805 27,6102
11,219999999999805 27,6102
11,229999999999805 27,6102
11,239999999999805 27,6102
11,249999999999805 27,6102
11,259999999999804 27,6102
11,269999999999804 27,6102
11,279999999999804 27,6102
11,289999999999804 27,6464
11,299999999999804 27,6464
11,309999999999803 27,6464
11,319999999999803 27,6464
11,329999999999803 27,6464
11,339999999999803 27,6826
11,349999999999802 27,6826
11,359999999999802 27,6826
11,369999999999802 27,7187
11,379999999999802 27,7187
11,389999999999802 27,7187
11,399999999999801 27,7548
11,409999999999801 27,7548
11,419999999999801 27,7548
11,429999999999801 27,7548
11,439999999999801 27,7548
11,4499999999998 27,7548
11,4599999999998 27,7548
11,4699999999998 27,7908
11,4799999999998 27,7908
11,489999999999799 27,7908
